Emissao_CO2,Classificacao_Emissao,Consumo,Classificacao_consumo,Tipo_edificio,Estado_edificio,Ano_construcao,Superficie_m2,Municipio,Provincia,Classificacao
35.43,E,170.29,E,Vivienda individual,Existente,1983,74.64,HUESCA,HUESCA,EE
45.61,E,215.83,E,Vivienda individual,Existente,1996,80,HUESCA,HUESCA,EE
27.86,D,132.15,D,Vivienda individual,Existente,2012,74,HUESCA,HUESCA,DD
39.57,E,187.61,E,Vivienda individual,Existente,2007,52.3,HUESCA,HUESCA,EE
51.24,E,259.07,E,Vivienda individual,Existente,1945,92.42,HUESCA,HUESCA,EE
44.7,E,251.99,E,Vivienda individual,Existente,1888,79,HUESCA,HUESCA,EE
24.03,D,115.58,D,Vivienda individual,Existente,2008,93,HUESCA,HUESCA,DD
101.54,F,480.45,G,Unifamiliar,Existente,1954,111.55,HUESCA,HUESCA,FG
115.74,F,683.23,F,Local,Existente,1970,268.76,HUESCA,HUESCA,FF
50.99,E,242.46,E,Bloque completo,Existente,1900,608.9,HUESCA,HUESCA,EE
50.99,E,242.46,E,Bloque completo,Existente,1900,608.9,HUESCA,HUESCA,EE
50.99,E,242.46,E,Bloque completo,Existente,1900,608.9,HUESCA,HUESCA,EE
50.99,E,242.46,E,Bloque completo,Existente,1900,608.9,HUESCA,HUESCA,EE
50.99,E,242.46,E,Bloque completo,Existente,1900,608.9,HUESCA,HUESCA,EE
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
70.71,F,299.18,F,Bloque completo,Existente,1970,2300.84,HUESCA,HUESCA,FF
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
65.6,F,278.34,E,Bloque completo,Existente,1983,4014.55,HUESCA,HUESCA,FE
50.24,E,237.25,E,Vivienda individual,Existente,2007,76,HUESCA,HUESCA,EE
35.93,C,205.72,C,Local,Existente,1894,162,HUESCA,HUESCA,CC
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
43.54,E,206.84,E,Vivienda individual,Existente,1990,97,HUESCA,HUESCA,EE
41.92,E,160.68,E,Vivienda individual,Existente,1970,100.95,HUESCA,HUESCA,EE
87.56,F,334.83,E,Unifamiliar,Existente,1980,96,HUESCA,HUESCA,FE
52.31,E,247.6,E,Vivienda individual,Existente,1989,68,HUESCA,HUESCA,EE
33.48,E,158.71,E,Bloque completo,Existente,1980,119,HUESCA,HUESCA,EE
35.19,E,166.77,E,Vivienda individual,Existente,1970,118.35,HUESCA,HUESCA,EE
109.97,G,534.04,G,Unifamiliar,Existente,1942,75.26,HUESCA,HUESCA,GG
65.22,E,310.14,E,Unifamiliar,Existente,1989,208.08,HUESCA,HUESCA,EE
47.17,E,223.38,E,Vivienda individual,Existente,1976,115,HUESCA,HUESCA,EE
33.22,E,158.71,E,Vivienda individual,Existente,1968,70,HUESCA,HUESCA,EE
66.83,F,314.6,F,Bloque completo,Existente,1888,486.98,HUESCA,HUESCA,FF
66.83,F,314.6,F,Bloque completo,Existente,1888,486.98,HUESCA,HUESCA,FF
40.57,E,192.39,E,Vivienda individual,Existente,2005,109,HUESCA,HUESCA,EE
68.92,F,326.44,F,Vivienda individual,Existente,1976,135.01,HUESCA,HUESCA,FF
47.02,E,222.54,E,Vivienda individual,Existente,1988,89.84,HUESCA,HUESCA,EE
27.67,C,122.49,C,Unifamiliar,Existente,1995,265,HUESCA,HUESCA,CC
31.28,E,149.47,E,Vivienda individual,Existente,1997,74,HUESCA,HUESCA,EE
45.62,E,216.35,E,Vivienda individual,Existente,1990,66,HUESCA,HUESCA,EE
57.6,E,220.35,E,Vivienda individual,Existente,1973,82,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
40.23,E,191.06,E,Vivienda individual,Existente,2004,78.11,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
31.69,E,150.39,E,Bloque completo,Existente,1983,3618,HUESCA,HUESCA,EE
70.31,F,333.21,G,Bloque completo,Existente,1888,798,HUESCA,HUESCA,FG
70.31,F,333.21,G,Bloque completo,Existente,1888,798,HUESCA,HUESCA,FG
88.49,G,419.32,G,Bloque completo,Existente,1888,446,HUESCA,HUESCA,GG
88.49,G,419.32,G,Bloque completo,Existente,1888,446,HUESCA,HUESCA,GG
88.49,G,419.32,G,Bloque completo,Existente,1888,446,HUESCA,HUESCA,GG
59.83,E,283.1,E,Vivienda individual,Existente,1988,86,HUESCA,HUESCA,EE
33.35,E,159.38,E,Vivienda individual,Existente,1960,58.14,HUESCA,HUESCA,EE
25.98,C,143.53,D,Unifamiliar,Existente,2005,204,HUESCA,HUESCA,CD
18.98,C,93.13,D,Vivienda individual,Existente,2013,41,HUESCA,HUESCA,CD
85.86,F,406.77,F,Unifamiliar,Existente,1996,149.28,HUESCA,HUESCA,FF
53.53,E,254.4,E,Vivienda individual,Existente,1975,85.7,HUESCA,HUESCA,EE
48.38,E,229.51,E,Vivienda individual,Existente,1965,63,HUESCA,HUESCA,EE
60.26,E,285.11,F,Vivienda individual,Existente,1970,84,HUESCA,HUESCA,EF
49.08,E,232.06,E,Vivienda individual,Existente,2000,91.5,HUESCA,HUESCA,EE
41.84,E,197.94,E,Vivienda individual,Existente,1970,72,HUESCA,HUESCA,EE
68.7,F,325.05,F,Vivienda individual,Existente,1968,105.32,HUESCA,HUESCA,FF
13,B,38.48,A,Unifamiliar,Existente,2017,253.42,HUESCA,HUESCA,BA
31.78,E,151.43,E,Vivienda individual,Existente,2003,97,HUESCA,HUESCA,EE
80.28,G,307.68,F,Vivienda individual,Existente,1967,61.43,HUESCA,HUESCA,GF
85.97,G,407.18,G,Vivienda individual,Existente,1888,43.62,HUESCA,HUESCA,GG
95.81,F,550.18,G,Unifamiliar,Existente,1985,66.11,HUESCA,HUESCA,FG
44.86,E,212.66,E,Vivienda individual,Existente,1993,1446.52,HUESCA,HUESCA,EE
44.86,E,212.66,E,Vivienda individual,Existente,1993,1446.52,HUESCA,HUESCA,EE
44.86,E,212.66,E,Vivienda individual,Existente,1993,1446.52,HUESCA,HUESCA,EE
44.86,E,212.66,E,Vivienda individual,Existente,1993,1446.52,HUESCA,HUESCA,EE
44.86,E,212.66,E,Vivienda individual,Existente,1993,1446.52,HUESCA,HUESCA,EE
44.86,E,212.66,E,Vivienda individual,Existente,1993,1446.52,HUESCA,HUESCA,EE
44.86,E,212.66,E,Vivienda individual,Existente,1993,1446.52,HUESCA,HUESCA,EE
44.86,E,212.66,E,Vivienda individual,Existente,1993,1446.52,HUESCA,HUESCA,EE
15.68,C,75.04,C,Bloque completo,Proyecto Reforma,1993,507,HUESCA,HUESCA,CC
67.41,F,284.33,E,Vivienda individual,Existente,1974,114.92,HUESCA,HUESCA,FE
42.05,E,199.92,E,Vivienda individual,Existente,1978,98,HUESCA,HUESCA,EE
39.18,E,185.78,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
41.5,E,196.46,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
39.18,E,185.78,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
52.22,E,271.57,E,Vivienda individual,Existente,1962,81.11,HUESCA,HUESCA,EE
74.5,G,354.81,G,Bloque completo,Existente,1969,493,HUESCA,HUESCA,GG
74.5,G,354.81,G,Bloque completo,Existente,1969,493,HUESCA,HUESCA,GG
33.46,D,158.08,D,Unifamiliar,Existente,1989,141.32,HUESCA,HUESCA,DD
124.43,G,473.16,G,Vivienda individual,Existente,1980,102,HUESCA,HUESCA,GG
39.94,E,189.66,E,Vivienda individual,Existente,2005,40.87,HUESCA,HUESCA,EE
62.68,E,296.41,F,Vivienda individual,Existente,1989,90,HUESCA,HUESCA,EF
55,E,322.56,F,Vivienda individual,Existente,2001,80.47,HUESCA,HUESCA,EF
29.87,D,142.65,E,Vivienda individual,Existente,1999,115.22,HUESCA,HUESCA,DE
28.26,D,133.61,D,Vivienda individual,Existente,2012,88.3,HUESCA,HUESCA,DD
48.68,E,185.1,E,Vivienda individual,Existente,1980,114.23,HUESCA,HUESCA,EE
85.8,G,326.94,F,Vivienda individual,Existente,1978,62.55,HUESCA,HUESCA,GF
54.26,E,207.8,E,Vivienda individual,Existente,1980,104.11,HUESCA,HUESCA,EE
50.19,E,244.89,E,Bloque completo,Existente,1910,610,HUESCA,HUESCA,EE
50.19,E,244.89,E,Bloque completo,Existente,1910,610,HUESCA,HUESCA,EE
69.12,F,408.06,G,Vivienda individual,Existente,1969,63.03,HUESCA,HUESCA,FG
50.07,E,237.6,E,Vivienda individual,Existente,1968,53,HUESCA,HUESCA,EE
74.5,G,354.81,G,Bloque completo,Existente,1969,493,HUESCA,HUESCA,GG
74.5,G,354.81,G,Bloque completo,Existente,1969,493,HUESCA,HUESCA,GG
70.58,F,334.21,G,Vivienda individual,Existente,1972,68.84,HUESCA,HUESCA,FG
40.18,E,190.1,E,Vivienda individual,Existente,1968,82.74,HUESCA,HUESCA,EE
59.37,E,280.48,E,Vivienda individual,Existente,1970,59.01,HUESCA,HUESCA,EE
55.93,E,265.04,E,Vivienda individual,Existente,1957,53.97,HUESCA,HUESCA,EE
41.5,E,196.47,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
41.5,E,196.47,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
41.5,E,196.47,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
41.5,E,196.46,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
83.58,F,320.49,E,Vivienda individual,Existente,1970,76.2,HUESCA,HUESCA,FE
76.15,E,306.23,E,Vivienda individual,Existente,1994,65,HUESCA,HUESCA,EE
30.71,D,149.36,E,Vivienda individual,Existente,1968,74,HUESCA,HUESCA,DE
42.6,E,210.44,E,Vivienda individual,Existente,1968,52,HUESCA,HUESCA,EE
31.1,D,149.9,E,Vivienda individual,Existente,2008,61.33,HUESCA,HUESCA,DE
59.1,E,237.51,E,Vivienda individual,Existente,1968,59,HUESCA,HUESCA,EE
41.81,E,204.34,E,Vivienda individual,Existente,1974,80.47,HUESCA,HUESCA,EE
81.37,F,400.73,G,Vivienda individual,Existente,1956,45.76,HUESCA,HUESCA,FG
18.85,C,88.8,D,Vivienda individual,Existente,2010,41,HUESCA,HUESCA,CD
77.77,E,292.79,E,Vivienda individual,Existente,1970,90,HUESCA,HUESCA,EE
59.98,E,291.5,E,Bloque completo,Existente,1999,90.66,HUESCA,HUESCA,EE
52.04,E,256.11,E,Vivienda individual,Existente,1963,61,HUESCA,HUESCA,EE
59.24,E,291.9,E,Vivienda individual,Existente,1969,58.18,HUESCA,HUESCA,EE
71.12,E,274.42,E,Local,Existente,1981,63.59,HUESCA,HUESCA,EE
24.05,D,114.36,D,Vivienda individual,Existente,2001,113.94,HUESCA,HUESCA,DD
37.77,E,179.76,E,Vivienda individual,Existente,1990,69.03,HUESCA,HUESCA,EE
59.16,E,279.99,E,Vivienda individual,Existente,1996,92.5,HUESCA,HUESCA,EE
45.84,E,217.88,E,Vivienda individual,Existente,1966,72,HUESCA,HUESCA,EE
45.09,E,213.09,E,Vivienda individual,Existente,1970,80.1,HUESCA,HUESCA,EE
129.15,G,522.09,G,Vivienda individual,Existente,1971,77,HUESCA,HUESCA,GG
53.82,E,204.59,E,Vivienda individual,Existente,1980,92.95,HUESCA,HUESCA,EE
22.99,D,108.8,D,Vivienda individual,Existente,1992,90,HUESCA,HUESCA,DD
54.46,E,238.17,E,Vivienda individual,Existente,2010,77.6,HUESCA,HUESCA,EE
39.74,E,179.02,E,Vivienda individual,Existente,2008,46.5,HUESCA,HUESCA,EE
170.15,F,687.74,F,Local,Existente,1998,194.4,HUESCA,HUESCA,FF
170.15,F,687.74,F,Local,Existente,1998,194.4,HUESCA,HUESCA,FF
38.01,E,179.67,E,Vivienda individual,Existente,2006,60.88,HUESCA,HUESCA,EE
37.6,E,177.41,E,Vivienda individual,Existente,1962,57,HUESCA,HUESCA,EE
59.93,E,226.16,E,Vivienda individual,Existente,1970,67.23,HUESCA,HUESCA,EE
39.2,E,182.52,E,Vivienda individual,Existente,1999,77.47,HUESCA,HUESCA,EE
41.36,E,202.2,E,Vivienda individual,Existente,1889,41,HUESCA,HUESCA,EE
51.68,E,252.97,E,Vivienda individual,Existente,1888,35,HUESCA,HUESCA,EE
42.3,E,207.44,E,Vivienda individual,Existente,1960,64,HUESCA,HUESCA,EE
51.48,E,252.62,E,Vivienda individual,Existente,1969,60.05,HUESCA,HUESCA,EE
31.19,E,153.42,E,Vivienda individual,Existente,2000,51.5,HUESCA,HUESCA,EE
56.38,E,276.31,E,Vivienda individual,Existente,1964,66.35,HUESCA,HUESCA,EE
45.23,E,221.4,E,Vivienda individual,Existente,2001,33.3,HUESCA,HUESCA,EE
50.69,E,192.21,E,Local,Existente,1966,116.58,HUESCA,HUESCA,EE
28.67,D,139.3,E,Vivienda individual,Existente,1951,58.28,HUESCA,HUESCA,DE
73.82,E,279.56,E,Vivienda individual,Existente,1983,89.81,HUESCA,HUESCA,EE
68.12,E,336.43,F,Vivienda individual,Existente,1994,49.43,HUESCA,HUESCA,EF
87.13,F,331.45,F,Vivienda individual,Existente,1900,68.79,HUESCA,HUESCA,FF
158.1,G,635.83,G,Vivienda individual,Existente,1888,52,HUESCA,HUESCA,GG
41.23,E,200.62,E,Vivienda individual,Existente,1992,56,HUESCA,HUESCA,EE
233.5,G,939.03,G,Vivienda individual,Existente,1888,39,HUESCA,HUESCA,GG
84.08,F,326.06,E,Vivienda individual,Existente,1888,38,HUESCA,HUESCA,FE
76.17,E,375.67,F,Vivienda individual,Existente,1964,67,HUESCA,HUESCA,EF
51.18,E,252.21,E,Vivienda individual,Existente,1966,62.61,HUESCA,HUESCA,EE
42.48,E,209.84,E,Vivienda individual,Existente,2000,46.74,HUESCA,HUESCA,EE
28.62,D,141.72,E,Vivienda individual,Existente,1979,68.09,HUESCA,HUESCA,DE
59.52,E,237.54,E,Local,Existente,2001,60,HUESCA,HUESCA,EE
72.71,E,292.4,E,Vivienda individual,Existente,1888,64,HUESCA,HUESCA,EE
75.12,E,288.03,E,Vivienda individual,Existente,1970,72,HUESCA,HUESCA,EE
34.44,E,168.77,E,Vivienda individual,Existente,2000,62,HUESCA,HUESCA,EE
50.27,E,247.5,E,Vivienda individual,Existente,1987,59.38,HUESCA,HUESCA,EE
139.24,G,559.97,G,Vivienda individual,Existente,1888,34,HUESCA,HUESCA,GG
41.59,E,202.49,E,Vivienda individual,Existente,2006,69.74,HUESCA,HUESCA,EE
73.95,E,365.63,F,Vivienda individual,Existente,1973,81.2,HUESCA,HUESCA,EF
112.97,G,454.31,G,Vivienda individual,Existente,1969,71.46,HUESCA,HUESCA,GG
49.4,E,242.12,E,Vivienda individual,Existente,1969,74.88,HUESCA,HUESCA,EE
41.31,E,202.67,E,Vivienda individual,Existente,1963,95.8,HUESCA,HUESCA,EE
55.45,E,267.9,E,Vivienda individual,Existente,1965,89.21,HUESCA,HUESCA,EE
71.89,D,289.13,D,Local,Existente,1983,35.39,HUESCA,HUESCA,DD
142.44,G,544.7,G,Vivienda individual,Existente,1970,48,HUESCA,HUESCA,GG
101.38,G,438.36,G,Vivienda individual,Existente,1968,83.8,HUESCA,HUESCA,GG
80.99,F,313.31,E,Vivienda individual,Existente,1965,53.6,HUESCA,HUESCA,FE
57.84,G,232.6,G,Local,Existente,2003,38.57,HUESCA,HUESCA,GG
41.01,E,202.55,E,Vivienda individual,Existente,2007,36.18,HUESCA,HUESCA,EE
31.74,E,157.14,E,Vivienda individual,Existente,1984,119,HUESCA,HUESCA,EE
57.92,E,282.35,E,Vivienda individual,Existente,1996,57,HUESCA,HUESCA,EE
44.41,E,214.04,E,Vivienda individual,Existente,1970,70,HUESCA,HUESCA,EE
36.08,E,173.13,E,Vivienda individual,Existente,1986,80.05,HUESCA,HUESCA,EE
29,D,139.05,D,Vivienda individual,Existente,2006,39,HUESCA,HUESCA,DD
59.18,E,292.54,E,Vivienda individual,Existente,1971,75.3,HUESCA,HUESCA,EE
44.13,D,214.56,E,Unifamiliar,Existente,2011,132.81,HUESCA,HUESCA,DE
67.85,E,331.16,F,Vivienda individual,Existente,1993,42,HUESCA,HUESCA,EF
35.08,E,170.07,E,Vivienda individual,Existente,2003,162.51,HUESCA,HUESCA,EE
40.59,E,197.79,E,Vivienda individual,Existente,1966,69.92,HUESCA,HUESCA,EE
70.27,E,270.49,E,Vivienda individual,Existente,1940,80,HUESCA,HUESCA,EE
62.98,E,311.32,E,Vivienda individual,Existente,1979,96.16,HUESCA,HUESCA,EE
35.44,E,169.59,E,Vivienda individual,Existente,2010,57,HUESCA,HUESCA,EE
91.61,F,449.22,G,Vivienda individual,Existente,2005,94,HUESCA,HUESCA,FG
51.74,E,255.67,E,Vivienda individual,Existente,1969,66.54,HUESCA,HUESCA,EE
27.3,D,131.17,D,Vivienda individual,Existente,2006,75,HUESCA,HUESCA,DD
35.18,E,171.06,E,Vivienda individual,Existente,1990,51.02,HUESCA,HUESCA,EE
15.4,C,73.45,C,Vivienda individual,Existente,1888,120,HUESCA,HUESCA,CC
47.53,E,185.59,E,Vivienda individual,Existente,1991,64.85,HUESCA,HUESCA,EE
48.1,D,165.64,E,Local,Existente,1960,96.7,HUESCA,HUESCA,DE
188.28,G,757.18,G,Local,Existente,2004,123,HUESCA,HUESCA,GG
49,B,189,B,Vivienda individual,Existente,1988,78.5,HUESCA,HUESCA,BB
63.03,E,241.99,E,Vivienda individual,Existente,1971,55.16,HUESCA,HUESCA,EE
29.49,D,139.73,E,Vivienda individual,Existente,1996,75.78,HUESCA,HUESCA,DE
47.82,E,236.28,E,Vivienda individual,Existente,1970,54,HUESCA,HUESCA,EE
31,D,118,D,Vivienda individual,Existente,1981,138,HUESCA,HUESCA,DD
56.94,E,281.42,E,Vivienda individual,Existente,2005,40,HUESCA,HUESCA,EE
53.61,E,263.92,E,Vivienda individual,Existente,1992,111.3,HUESCA,HUESCA,EE
111.42,G,551.64,G,Vivienda individual,Existente,1965,50.89,HUESCA,HUESCA,GG
66.04,E,325.67,E,Vivienda individual,Existente,2005,79.91,HUESCA,HUESCA,EE
85.15,F,412.67,G,Vivienda individual,Existente,1971,71.37,HUESCA,HUESCA,FG
93.28,G,352.29,F,Vivienda individual,Existente,1967,77,HUESCA,HUESCA,GF
72.48,E,358.39,F,Vivienda individual,Existente,1966,70.24,HUESCA,HUESCA,EF
44.59,E,168.55,E,Vivienda individual,Existente,1979,98.2,HUESCA,HUESCA,EE
24.91,D,120.03,D,Vivienda individual,Existente,1970,61.52,HUESCA,HUESCA,DD
47.66,E,232.86,E,Vivienda individual,Existente,1968,69.28,HUESCA,HUESCA,EE
87.39,F,429.91,G,Vivienda individual,Existente,1960,72.72,HUESCA,HUESCA,FG
109.7,G,441.16,G,Local,Existente,1888,63.6,HUESCA,HUESCA,GG
48.06,E,237.46,E,Vivienda individual,Existente,2002,39.96,HUESCA,HUESCA,EE
52.37,E,257.26,E,Vivienda individual,Existente,2006,60.88,HUESCA,HUESCA,EE
147.55,E,593.3,E,Vivienda individual,Existente,1951,90.6,HUESCA,HUESCA,EE
61.45,E,302.93,E,Vivienda individual,Existente,1970,60.33,HUESCA,HUESCA,EE
74.37,E,346.56,F,Vivienda individual,Existente,1978,129.75,HUESCA,HUESCA,EF
44.41,E,214.04,E,Vivienda individual,Existente,1970,70,HUESCA,HUESCA,EE
41.96,E,205.55,E,Vivienda individual,Existente,1888,44.72,HUESCA,HUESCA,EE
47.98,E,233.66,E,Vivienda individual,Existente,1888,45.85,HUESCA,HUESCA,EE
56.5,E,214.03,E,Vivienda individual,Existente,1967,130.4,HUESCA,HUESCA,EE
61.34,E,301.43,E,Vivienda individual,Existente,1995,115.08,HUESCA,HUESCA,EE
63.75,E,274.72,E,Edificio completo,Existente,1998,934.54,HUESCA,HUESCA,EE
82.13,F,406.12,G,Vivienda individual,Existente,1960,68,HUESCA,HUESCA,FG
58.62,F,235.74,F,Vivienda individual,Existente,1910,106.81,HUESCA,HUESCA,FF
26,D,125,D,Vivienda individual,Existente,1996,32.51,HUESCA,HUESCA,DD
40.9,E,193.62,E,Vivienda individual,Existente,2002,48,HUESCA,HUESCA,EE
100.46,G,496.9,G,Vivienda individual,Existente,2002,42,HUESCA,HUESCA,GG
48.2,E,238.17,E,Vivienda individual,Existente,1968,67,HUESCA,HUESCA,EE
29.24,D,134.83,D,Vivienda individual,Existente,2007,50,HUESCA,HUESCA,DD
89.02,F,338.43,F,Vivienda individual,Existente,2007,57.06,HUESCA,HUESCA,FF
93.06,C,369.19,C,Local,Existente,2005,131.62,HUESCA,HUESCA,CC
58.93,E,291.3,E,Vivienda individual,Existente,1990,68.87,HUESCA,HUESCA,EE
84.05,F,320.1,E,Vivienda individual,Existente,1940,56.73,HUESCA,HUESCA,FE
54.73,E,270.43,E,Vivienda individual,Existente,1971,77.8,HUESCA,HUESCA,EE
31.43,E,152.43,E,Vivienda individual,Existente,1977,139,HUESCA,HUESCA,EE
56.19,E,277.72,E,Vivienda individual,Existente,2007,52.54,HUESCA,HUESCA,EE
91.12,F,366.44,F,Vivienda individual,Existente,1970,56.3,HUESCA,HUESCA,FF
69.11,E,341.68,F,Vivienda individual,Existente,1960,60.87,HUESCA,HUESCA,EF
56.08,E,275.72,E,Vivienda individual,Existente,2005,60,HUESCA,HUESCA,EE
36.5,D,391.72,E,Unifamiliar,Existente,1955,73.92,HUESCA,HUESCA,DE
69.29,E,340.87,F,Vivienda individual,Existente,2004,49.58,HUESCA,HUESCA,EF
55.06,C,240.65,C,Bloque completo,Existente,2006,2831,HUESCA,HUESCA,CC
114.4,F,564.5,G,Unifamiliar,Existente,1954,111.98,HUESCA,HUESCA,FG
86.25,F,423.91,G,Vivienda individual,Existente,1969,100,HUESCA,HUESCA,FG
94.67,E,359.75,E,Unifamiliar,Existente,1888,127.8,HUESCA,HUESCA,EE
105.83,G,522.89,G,Vivienda individual,Existente,1997,96.24,HUESCA,HUESCA,GG
83.79,F,336.95,F,Vivienda individual,Existente,1994,120,HUESCA,HUESCA,FF
